date,region,product,channel,units_sold,unit_price,discount_pct,customer_age,customer_gender,returned,revenue,cost,profit
2023-03-14,North,Keyboard,Wholesale,67,1420.76,0.21,57,Other,0,75200.83,51413.02,23787.81
2022-03-06,East,Webcam,Retail,16,1152.56,0.06,39,Other,0,17334.5,8976.09,8358.41
2022-12-22,North,Phone,Retail,89,1101.66,0.04,24,Other,0,94125.83,60080.04,34045.79
2023-06-17,Central,Headphones,Online,88,275.83,0.1,41,Female,0,21845.74,12908.84,8936.9
2022-09-09,West,Keyboard,Online,93,913.63,0.23,22,Other,0,65425.04,30942.16,34482.88
2022-08-23,Central,Phone,Direct,55,803.99,0.03,67,Male,0,42892.87,29139.41,13753.46
2022-08-15,South,Tablet,Retail,40,1474.05,0.07,43,Other,0,54834.66,26203.03,28631.63
2023-06-09,Central,Tablet,Retail,26,1126.55,0.0,68,Male,0,29290.3,19363.91,9926.39
2022-11-09,North,Monitor,Wholesale,38,872.13,0.29,27,Other,0,23530.07,13913.15,9616.92
2022-02-18,Central,Monitor,Direct,35,1279.2,0.18,28,Other,0,36713.04,21526.26,15186.78
2022-04-28,North,Tablet,Retail,87,249.54,0.22,57,Male,1,16933.78,11032.75,5901.03
2022-02-23,South,Tablet,Wholesale,68,42.52,0.2,55,Male,1,2313.09,1268.25,1044.84
2023-10-12,Central,Laptop,Online,59,1041.55,0.04,28,Female,0,58993.39,38700.38,20293.01
2023-07-19,West,Webcam,Wholesale,14,165.5,0.18,65,Female,0,1899.94,1073.6,826.34
2022-02-13,West,Laptop,Retail,47,190.84,0.04,47,Female,0,8610.7,5987.83,2622.87
2022-02-22,West,Webcam,Wholesale,71,1122.13,0.12,21,Other,0,70110.68,41924.72,28185.96
2023-08-09,Central,Keyboard,Wholesale,72,420.39,0.17,19,Other,0,25122.51,12868.21,12254.3
2023-07-12,Central,Monitor,Direct,42,950.37,0.17,30,Male,0,33129.9,20839.01,12290.89
2023-06-09,Central,Monitor,Direct,51,1377.76,0.04,56,Male,0,67455.13,37300.61,30154.52
2023-11-08,North,Tablet,Online,19,488.38,0.01,34,Female,0,9186.43,5895.92,3290.51
2022-04-12,South,Tablet,Direct,66,341.37,0.24,40,Male,0,17123.12,11130.69,5992.43
2023-02-02,West,Keyboard,Wholesale,47,177.71,0.22,62,Other,1,6514.85,3811.67,2703.18
2022-05-18,North,Headphones,Direct,65,213.08,0.02,27,Male,0,13573.2,8980.8,4592.4
2023-11-06,West,Headphones,Retail,42,112.09,0.04,30,Male,0,4519.47,2354.77,2164.7
2023-01-22,North,Headphones,Wholesale,38,149.71,0.27,59,Male,0,4152.96,1732.67,2420.29
2022-04-21,Central,Monitor,Wholesale,13,659.37,0.23,56,Male,0,6600.29,3952.22,2648.07
2023-09-06,West,Laptop,Wholesale,44,494.88,0.3,59,Male,0,15242.3,9592.52,5649.78
2022-01-17,Central,Headphones,Retail,24,1065.71,0.08,46,Female,0,23530.88,9926.28,13604.6
2022-07-01,West,Phone,Wholesale,96,1307.96,0.15,33,Female,0,106729.54,67375.47,39354.07
2023-06-20,East,Keyboard,Direct,30,1181.46,0.07,20,Other,0,32962.73,19505.65,13457.08
2023-06-25,North,Headphones,Retail,70,805.34,0.19,53,Female,1,45662.78,19859.81,25802.97
2022-06-20,East,Phone,Wholesale,38,171.61,0.03,21,Male,0,6325.54,3554.84,2770.7
2023-02-13,North,Headphones,Direct,97,1070.46,0.04,53,Female,0,99681.24,43124.36,56556.88
2023-01-13,South,Laptop,Direct,23,556.99,0.02,33,Other,0,12554.55,6233.15,6321.4
2022-07-07,West,Laptop,Online,74,146.76,0.21,58,Female,0,8579.59,5501.19,3078.4
2022-08-18,South,Headphones,Direct,57,1266.85,0.15,23,Other,0,61378.88,26407.45,34971.43
2022-04-29,South,Phone,Direct,79,520.56,0.19,59,Other,0,33310.63,17915.0,15395.63
2022-06-05,North,Keyboard,Online,23,343.01,0.26,45,Other,0,5838.03,3396.06,2441.97
2023-11-18,East,Phone,Online,36,1309.75,0.22,53,Male,0,36777.78,25088.09,11689.69
2023-04-10,Central,Keyboard,Retail,57,1355.16,0.14,40,Other,0,66429.94,41264.93,25165.01
2022-04-14,North,Headphones,Direct,1,521.68,0.3,29,Female,0,365.18,161.33,203.85
2023-08-27,Central,Keyboard,Retail,72,545.11,0.14,59,Female,0,33753.21,23312.01,10441.2
2023-11-29,South,Tablet,Retail,3,877.85,0.03,48,Female,0,2554.54,1388.1,1166.44
2023-05-17,Central,Monitor,Wholesale,14,1105.49,0.3,29,Other,0,10833.8,5535.15,5298.65
2023-11-24,East,Webcam,Retail,81,113.46,0.01,49,Other,0,9098.36,3990.66,5107.7
2023-11-13,North,Monitor,Retail,34,898.15,0.16,42,Male,0,25651.16,17443.93,8207.23
2023-11-30,East,Laptop,Retail,70,1430.17,0.09,68,Other,0,91101.83,52462.06,38639.77
2022-06-24,East,Tablet,Retail,69,407.9,0.15,46,Female,0,23923.34,16660.12,7263.22
2023-11-05,North,Monitor,Online,51,1365.06,0.17,36,Male,0,57782.99,26127.14,31655.85
2023-02-25,East,Headphones,Direct,29,1426.25,0.07,39,Female,0,38465.96,21685.21,16780.75
2022-05-14,West,Keyboard,Wholesale,99,418.35,0.17,41,Male,0,34375.82,14883.56,19492.26
2023-01-26,West,Keyboard,Online,82,1136.22,0.23,50,Other,0,71740.93,39979.98,31760.95
2023-05-16,West,Phone,Wholesale,48,373.39,0.08,53,Male,0,16488.9,10997.07,5491.83
2023-10-27,Central,Phone,Wholesale,94,1111.66,0.12,62,Other,0,91956.52,39798.44,52158.08
2022-02-02,East,Keyboard,Online,79,1200.18,0.08,57,Other,0,87229.08,41948.0,45281.08
2022-02-24,North,Headphones,Retail,79,385.86,0.25,63,Female,0,22862.2,13825.24,9036.96
2023-06-03,North,Keyboard,Online,16,1079.49,0.22,33,Other,0,13472.04,5697.14,7774.9
2023-09-30,Central,Phone,Wholesale,57,1221.91,0.26,19,Other,0,51540.16,27635.6,23904.56
2022-01-12,North,Monitor,Wholesale,97,550.7,0.05,25,Other,0,50747.0,25369.36,25377.64
2023-06-12,West,Laptop,Retail,10,268.2,0.02,30,Female,0,2628.36,1712.23,916.13
2023-12-21,East,Phone,Online,19,156.11,0.04,47,Other,0,2847.45,1180.9,1666.55
2023-07-09,North,Headphones,Direct,67,871.56,0.05,18,Female,1,55474.79,36558.92,18915.87
2023-01-08,North,Monitor,Wholesale,36,1467.59,0.16,29,Male,0,44379.92,27120.11,17259.81
2023-04-29,South,Monitor,Online,4,1237.97,0.29,66,Female,0,3515.83,1719.79,1796.04
2023-10-09,South,Monitor,Retail,75,665.04,0.11,24,Female,0,44391.42,20390.34,24001.08
2022-08-16,South,Tablet,Retail,33,814.2,0.29,65,Other,0,19076.71,13068.56,6008.15
2023-09-15,East,Tablet,Direct,28,433.7,0.01,31,Female,0,12022.16,6806.62,5215.54
2022-11-03,West,Webcam,Wholesale,96,261.34,0.28,59,Male,0,18063.82,9093.93,8969.89
2023-04-02,West,Monitor,Direct,80,733.48,0.05,52,Female,0,55744.48,23041.45,32703.03
2022-06-09,West,Headphones,Direct,9,705.98,0.27,45,Other,0,4638.29,2086.0,2552.29
2022-11-27,East,Keyboard,Direct,75,792.46,0.02,29,Male,0,58245.81,33750.51,24495.3
2022-08-13,East,Headphones,Direct,6,1430.15,0.28,57,Other,0,6178.25,3422.34,2755.91
2023-12-30,South,Tablet,Retail,49,913.77,0.06,65,Other,0,42088.25,26401.25,15687.0
2023-05-19,North,Phone,Wholesale,91,916.54,0.09,41,Female,0,75898.68,49368.39,26530.29
2023-04-01,Central,Webcam,Direct,76,209.48,0.15,18,Other,0,13532.41,7025.38,6507.03
2022-02-14,Central,Tablet,Wholesale,22,1494.8,0.11,34,Male,0,29268.18,12593.48,16674.7
2022-08-02,North,Keyboard,Retail,48,1163.81,0.2,55,Male,0,44690.3,28488.23,16202.07
2022-02-28,South,Laptop,Retail,21,1318.26,0.29,45,Male,0,19655.26,11127.28,8527.98
2023-10-06,North,Webcam,Online,33,633.16,0.18,50,Male,0,17133.31,11889.45,5243.86
2023-09-08,North,Tablet,Online,81,763.15,0.22,41,Female,0,48215.82,30805.33,17410.49
2022-07-14,Central,Headphones,Wholesale,56,792.68,0.03,64,Male,0,43058.38,21474.15,21584.23
2023-05-04,South,Webcam,Online,29,307.26,0.19,62,Female,0,7217.54,3814.81,3402.73
2022-06-06,East,Headphones,Direct,53,1040.44,0.14,23,Other,0,47423.26,22320.84,25102.42
2023-09-02,Central,Monitor,Wholesale,40,1356.41,0.27,38,Other,0,39607.17,21926.51,17680.66
2022-08-14,East,Monitor,Retail,74,262.28,0.12,62,Female,0,17079.67,10473.55,6606.12
2023-02-16,South,Monitor,Retail,18,147.75,0.2,21,Other,0,2127.6,1241.98,885.62
2022-07-24,North,Webcam,Direct,47,1112.56,0.07,50,Other,0,48630.0,24442.66,24187.34
2022-03-20,West,Laptop,Online,13,424.34,0.08,27,Male,1,5075.11,3283.55,1791.56
2022-05-04,West,Keyboard,Wholesale,27,943.32,0.11,53,Other,0,22667.98,9781.63,12886.35
2023-04-16,South,Webcam,Wholesale,62,1049.72,0.09,30,Other,0,59225.2,26222.93,33002.27
2022-08-06,West,Phone,Direct,74,496.43,0.08,53,Female,0,33796.95,17616.59,16180.36
2023-05-31,East,Headphones,Online,96,1226.41,0.01,65,Male,0,116558.01,71178.83,45379.18
2023-08-25,West,Headphones,Wholesale,45,833.98,0.25,26,Other,0,28146.82,17120.46,11026.36
2022-04-14,South,Webcam,Direct,3,1306.12,0.02,48,Other,0,3839.99,1958.23,1881.76
2023-01-28,South,Webcam,Wholesale,22,1149.67,0.27,21,Female,0,18463.7,11244.07,7219.63
2023-09-23,East,Keyboard,Retail,27,1305.49,0.04,37,Other,0,33838.3,14150.36,19687.94
2023-10-07,West,Laptop,Wholesale,55,49.84,0.02,25,Male,0,2686.38,1308.28,1378.1
2023-08-31,West,Webcam,Wholesale,67,380.39,0.17,44,Male,0,21153.49,12864.11,8289.38
2023-03-10,North,Monitor,Wholesale,33,153.21,0.15,53,Male,0,4297.54,1956.29,2341.25
2022-11-27,Central,Keyboard,Online,2,674.28,0.15,26,Female,0,1146.28,531.66,614.62
2022-05-23,South,Phone,Online,75,1337.14,0.17,60,Male,0,83236.97,35464.34,47772.63
2023-06-24,North,Monitor,Direct,46,711.96,0.09,41,Male,0,29802.65,15179.72,14622.93
2022-10-05,South,Phone,Online,74,1277.58,0.2,54,Male,0,75632.74,48970.55,26662.19
2022-08-21,North,Tablet,Wholesale,33,504.22,0.15,58,Male,1,14143.37,9206.03,4937.34
2023-06-13,Central,Phone,Wholesale,58,522.56,0.1,57,Male,0,27277.63,17968.01,9309.62
2023-07-25,North,Monitor,Online,7,1345.43,0.25,47,Male,0,7063.51,2903.18,4160.33
2022-03-31,South,Tablet,Online,15,650.21,0.22,43,Female,0,7607.46,5310.36,2297.1
2023-05-07,West,Monitor,Wholesale,26,1188.85,0.12,21,Male,0,27200.89,14982.04,12218.85
2022-07-18,South,Headphones,Wholesale,11,370.23,0.25,69,Other,0,3054.4,2021.46,1032.94
2022-12-28,East,Monitor,Retail,38,1424.23,0.28,18,Female,0,38966.93,26167.63,12799.3
2023-03-17,East,Tablet,Direct,27,870.38,0.16,37,Other,0,19740.22,10942.98,8797.24
2022-01-26,East,Phone,Online,7,1143.8,0.06,45,Other,0,7526.2,3125.83,4400.37
2022-01-25,East,Headphones,Direct,1,152.48,0.27,62,Male,0,111.31,64.48,46.83
2023-01-29,Central,Laptop,Wholesale,74,749.14,0.06,41,Other,0,52110.18,26066.97,26043.21
2023-05-22,West,Laptop,Direct,21,1353.54,0.01,45,Other,0,28140.1,13001.57,15138.53
2022-10-28,West,Laptop,Online,79,1318.02,0.1,45,Other,0,93711.22,42615.21,51096.01
2022-12-05,South,Laptop,Online,30,89.28,0.22,22,Male,0,2089.15,1186.18,902.97
2022-09-24,North,Keyboard,Direct,94,469.47,0.28,49,Male,0,31773.73,13705.36,18068.37
2023-04-06,South,Laptop,Online,8,676.11,0.19,69,Male,0,4381.19,2832.41,1548.78
2023-11-24,South,Tablet,Retail,88,274.95,0.29,47,Female,0,17178.88,8042.95,9135.93
2023-04-01,South,Webcam,Wholesale,83,1100.4,0.03,38,Male,0,88593.2,50036.31,38556.89
2022-12-26,South,Laptop,Wholesale,3,293.08,0.02,59,Male,0,861.66,377.1,484.56
2022-03-09,West,Monitor,Online,55,533.03,0.18,33,Other,0,24039.65,15815.42,8224.23
2023-02-16,North,Webcam,Wholesale,15,1001.66,0.29,25,Male,0,10667.68,6481.96,4185.72
2023-05-06,South,Laptop,Retail,36,733.49,0.15,29,Other,0,22444.79,10368.52,12076.27
2022-02-18,West,Webcam,Online,6,1113.09,0.02,49,Male,0,6544.97,4023.34,2521.63
2023-11-18,South,Phone,Retail,42,1442.59,0.07,42,Male,0,56347.57,23940.39,32407.18
2023-07-18,East,Tablet,Retail,50,192.49,0.07,20,Male,0,8950.78,5653.89,3296.89
2022-04-12,South,Tablet,Wholesale,18,1070.16,0.1,43,Male,1,17336.59,9484.92,7851.67
2022-08-04,South,Webcam,Wholesale,83,360.91,0.01,53,Male,0,29655.97,12931.64,16724.33
2023-03-14,Central,Headphones,Direct,50,633.43,0.27,34,Male,0,23120.19,13066.22,10053.97
2023-12-01,East,Keyboard,Retail,30,68.64,0.15,44,Male,0,1750.32,805.6,944.72
2023-07-23,North,Monitor,Wholesale,77,221.14,0.2,69,Other,0,13622.22,8198.29,5423.93
2023-07-13,South,Webcam,Retail,39,493.27,0.02,39,Female,0,18852.78,11548.95,7303.83
2022-06-08,North,Tablet,Direct,12,526.14,0.02,62,Female,0,6187.41,3887.25,2300.16
2023-05-04,East,Phone,Retail,98,1351.39,0.18,55,Male,0,108597.7,72593.34,36004.36
2023-11-17,South,Laptop,Online,59,1117.88,0.27,52,Female,0,48147.09,28718.87,19428.22
2022-08-30,Central,Tablet,Direct,76,1458.83,0.16,63,Other,1,93131.71,50992.47,42139.24
2022-01-05,West,Phone,Direct,44,906.63,0.26,24,Other,0,29519.87,19372.94,10146.93
2023-08-19,Central,Laptop,Retail,88,377.74,0.24,20,Other,0,25263.25,16925.2,8338.05
2022-12-27,Central,Keyboard,Retail,4,504.93,0.02,23,Female,0,1979.33,1255.94,723.39
2023-04-04,West,Tablet,Wholesale,36,493.36,0.06,30,Female,0,16695.3,11398.36,5296.94
2022-09-05,West,Tablet,Online,48,503.21,0.2,63,Female,0,19323.26,13407.06,5916.2
2023-07-20,West,Webcam,Direct,14,1015.99,0.13,32,Male,0,12374.76,5882.88,6491.88
2023-11-04,South,Webcam,Direct,81,805.6,0.09,43,Other,1,59380.78,27024.69,32356.09
2023-02-26,North,Phone,Direct,49,590.43,0.13,65,Other,0,25170.03,13455.34,11714.69
2022-01-15,North,Headphones,Wholesale,67,240.65,0.13,50,Male,0,14027.49,9806.31,4221.18
2023-07-27,West,Webcam,Online,87,52.77,0.27,32,Female,0,3351.42,1429.52,1921.9
2022-05-02,Central,Monitor,Direct,77,343.88,0.03,56,Other,0,25684.4,15759.9,9924.5
2022-10-04,East,Keyboard,Direct,9,179.06,0.08,58,Female,0,1482.62,971.49,511.13
2023-07-12,West,Monitor,Wholesale,21,1182.46,0.16,64,Male,0,20858.59,14578.78,6279.81
2023-03-29,Central,Tablet,Retail,72,186.5,0.21,31,Female,0,10608.12,6215.44,4392.68
2023-01-25,Central,Monitor,Direct,81,1091.86,0.19,36,Male,0,71636.93,36823.41,34813.52
2022-10-21,South,Laptop,Online,16,590.77,0.28,45,Female,0,6805.67,3062.2,3743.47
2023-07-28,South,Keyboard,Online,16,128.6,0.24,41,Male,0,1563.78,1086.09,477.69
2023-08-21,North,Monitor,Online,28,1222.84,0.17,67,Other,0,28418.8,19246.94,9171.86
2023-03-22,North,Laptop,Online,51,877.85,0.06,58,Male,0,42084.13,26990.89,15093.24
2022-07-29,East,Phone,Wholesale,56,368.93,0.14,50,Female,0,17767.67,12137.67,5630.0
2023-08-13,East,Monitor,Direct,80,1344.13,0.21,29,Other,0,84949.02,35530.46,49418.56
2023-12-15,East,Keyboard,Wholesale,57,86.98,0.25,27,Female,0,3718.4,2191.8,1526.6
2022-10-29,East,Laptop,Online,52,318.69,0.29,24,Female,0,11766.03,5676.39,6089.64
2022-08-11,Central,Monitor,Online,46,1133.03,0.18,63,Male,0,42737.89,26911.09,15826.8
2022-01-03,Central,Phone,Online,78,1069.88,0.16,18,Male,0,70098.54,30052.29,40046.25
2023-06-02,North,Monitor,Wholesale,38,448.12,0.01,32,Female,0,16858.27,8051.78,8806.49
2022-04-03,South,Laptop,Online,84,111.8,0.02,18,Male,0,9203.38,6028.91,3174.47
2023-06-04,South,Monitor,Direct,48,1289.96,0.05,62,Female,0,58822.18,36754.1,22068.08
2023-03-04,West,Keyboard,Online,41,484.27,0.02,37,Male,0,19457.97,13574.01,5883.96
2023-05-08,Central,Tablet,Direct,98,309.66,0.12,19,Male,0,26705.08,15841.32,10863.76
2022-08-23,East,Laptop,Direct,59,783.77,0.1,20,Female,0,41618.19,20431.31,21186.88
2023-09-12,East,Laptop,Online,93,1367.14,0.19,53,Other,0,102986.66,58122.07,44864.59
2022-06-10,West,Laptop,Wholesale,67,84.45,0.16,33,Male,0,4752.85,3247.1,1505.75
2023-12-22,South,Laptop,Retail,74,1153.39,0.18,46,Female,0,69987.71,41679.72,28307.99
2022-11-27,East,Monitor,Retail,84,867.26,0.14,61,Other,0,62650.86,41628.34,21022.52
2022-11-29,South,Keyboard,Direct,66,649.66,0.08,53,Male,0,39447.36,16049.79,23397.57
2022-02-19,West,Phone,Wholesale,27,1121.24,0.29,61,Male,0,21494.17,10980.63,10513.54
2023-06-07,South,Keyboard,Retail,32,1449.42,0.03,56,Female,0,44990.0,30619.84,14370.16
2023-10-30,South,Laptop,Online,56,359.23,0.28,69,Male,0,14484.15,5964.38,8519.77
2023-05-07,South,Headphones,Online,10,232.6,0.09,20,Female,0,2116.66,1176.29,940.37
2023-08-05,East,Monitor,Direct,40,1371.06,0.15,54,Female,0,46616.04,23492.57,23123.47
2023-11-12,North,Headphones,Wholesale,17,1010.05,0.03,61,Male,0,16655.72,9891.19,6764.53
2022-09-29,Central,Monitor,Wholesale,58,668.22,0.02,29,Other,1,37981.62,17041.09,20940.53
2023-08-03,South,Laptop,Retail,97,868.42,0.13,37,Male,0,73285.96,43677.71,29608.25
2022-09-09,South,Monitor,Retail,6,1123.51,0.22,40,Other,0,5258.03,3667.75,1590.28
2023-07-14,South,Laptop,Online,39,1164.09,0.08,39,Male,0,41767.55,20104.77,21662.78
2023-11-27,North,Keyboard,Direct,18,1381.44,0.17,49,Other,0,20638.71,11112.47,9526.24
2023-11-30,West,Webcam,Wholesale,73,651.73,0.08,24,Male,0,43770.19,17898.06,25872.13
2022-03-31,East,Tablet,Retail,72,454.25,0.12,39,Other,0,28781.28,15260.26,13521.02
2023-03-22,North,Monitor,Retail,89,966.7,0.27,61,Other,0,62806.5,32772.29,30034.21
2022-11-28,South,Laptop,Direct,95,635.28,0.26,19,Male,0,44660.18,25430.05,19230.13
2022-05-19,North,Headphones,Direct,42,900.01,0.15,31,Male,0,32130.36,15327.18,16803.18
2022-12-23,North,Laptop,Online,4,641.58,0.07,33,Female,0,2386.68,1189.99,1196.69
2023-08-24,North,Headphones,Direct,20,246.43,0.06,41,Other,0,4632.88,2700.83,1932.05
2022-10-01,West,Monitor,Online,28,714.75,0.29,24,Male,0,14209.23,9556.31,4652.92
2022-01-19,Central,Phone,Online,40,1042.56,0.06,21,Female,0,39200.26,18446.05,20754.21
2022-11-07,East,Headphones,Direct,65,1202.94,0.24,69,Male,0,59425.24,35847.53,23577.71
2022-06-03,West,Laptop,Direct,44,750.12,0.11,54,Other,0,29374.7,16366.56,13008.14
2023-01-25,West,Monitor,Direct,23,264.55,0.3,63,Male,0,4259.26,1837.37,2421.89
2022-09-17,Central,Laptop,Direct,57,633.74,0.11,58,Male,0,32149.63,18313.39,13836.24
2023-09-12,West,Phone,Direct,47,1183.72,0.11,22,Female,0,49515.01,30334.99,19180.02
2023-07-25,North,Tablet,Online,13,631.03,0.19,19,Male,1,6644.75,3850.47,2794.28
2022-05-05,North,Webcam,Retail,16,1050.87,0.29,22,Female,0,11937.88,5149.1,6788.78
2022-12-20,South,Webcam,Wholesale,90,770.68,0.29,20,Other,0,49246.45,32323.49,16922.96
2022-09-30,West,Phone,Wholesale,55,377.01,0.21,59,Other,0,16381.08,6753.94,9627.14
2023-09-11,South,Keyboard,Online,95,1198.3,0.23,25,Male,0,87655.64,41268.4,46387.24
2022-09-02,East,Monitor,Online,65,144.64,0.17,43,Female,0,7803.33,4562.71,3240.62
2023-03-26,North,Phone,Retail,81,796.84,0.23,27,Other,0,49698.91,23130.06,26568.85
2022-09-04,East,Tablet,Direct,16,329.16,0.26,51,Male,0,3897.25,1677.92,2219.33
2023-06-04,Central,Laptop,Online,37,119.26,0.15,63,Male,0,3750.73,2076.31,1674.42
2022-05-21,North,Monitor,Wholesale,52,764.34,0.19,53,Male,0,32194.0,19855.26,12338.74
2022-12-28,East,Headphones,Direct,10,759.35,0.16,29,Male,0,6378.54,3337.42,3041.12
2022-01-08,Central,Phone,Online,38,1066.21,0.17,37,Male,0,33628.26,20497.71,13130.55
2023-04-23,East,Tablet,Direct,44,1122.23,0.27,46,Female,0,36046.03,23725.36,12320.67
2022-12-18,Central,Phone,Wholesale,95,1097.13,0.11,31,Male,0,92762.34,63787.0,28975.34
2023-05-10,Central,Keyboard,Direct,74,626.15,0.06,65,Male,1,43554.99,20469.95,23085.04
2023-08-29,North,Webcam,Online,54,954.9,0.14,22,Male,0,44345.56,25791.75,18553.81
2023-03-03,South,Webcam,Online,98,873.88,0.06,65,Male,0,80501.83,38645.89,41855.94
2022-02-08,Central,Monitor,Wholesale,51,643.91,0.15,44,Male,0,27913.5,18458.52,9454.98
2023-08-16,Central,Laptop,Retail,52,903.87,0.27,21,Male,0,34310.91,22888.34,11422.57
2022-07-06,North,Tablet,Retail,70,1421.93,0.19,46,Male,1,80623.43,40041.49,40581.94
2023-08-19,South,Phone,Direct,92,305.48,0.26,20,Other,0,20797.08,12345.21,8451.87
2023-08-23,West,Monitor,Online,92,1360.54,0.05,50,Other,0,118911.2,79230.84,39680.36
2022-04-03,West,Phone,Online,59,99.11,0.27,47,Male,0,4268.67,2358.48,1910.19
2022-03-27,South,Monitor,Wholesale,13,476.42,0.18,53,Female,0,5078.64,3129.16,1949.48
2022-02-13,East,Webcam,Wholesale,41,446.45,0.01,26,Male,0,18121.41,11602.35,6519.06
2022-05-17,North,Keyboard,Online,12,947.02,0.19,18,Female,0,9205.03,6089.76,3115.27
2023-02-25,South,Phone,Wholesale,50,214.21,0.29,65,Female,1,7604.46,4217.15,3387.31
2022-03-15,West,Keyboard,Retail,57,1325.87,0.02,40,Female,0,74063.1,50551.57,23511.53
2023-07-02,Central,Headphones,Retail,50,1246.26,0.17,20,Female,0,51719.79,30446.71,21273.08
2023-09-05,West,Headphones,Direct,57,985.06,0.27,49,Female,0,40988.35,18261.06,22727.29
2023-05-27,Central,Webcam,Wholesale,54,698.45,0.0,41,Other,0,37716.3,22016.4,15699.9
2022-06-05,North,Tablet,Direct,66,1400.77,0.19,23,Male,0,74885.16,36659.44,38225.72
2022-09-12,Central,Keyboard,Wholesale,8,1249.5,0.14,30,Other,1,8596.56,4398.22,4198.34
2022-06-20,South,Monitor,Wholesale,63,758.99,0.1,66,Other,0,43034.73,27656.61,15378.12
2023-12-29,Central,Tablet,Retail,9,1058.77,0.19,32,Male,0,7718.43,5341.19,2377.24
2022-06-19,East,Phone,Online,60,859.06,0.02,47,Other,0,50512.73,33386.7,17126.03
2022-11-18,South,Phone,Wholesale,63,890.15,0.23,29,Male,0,43181.18,21493.05,21688.13
2023-07-21,North,Monitor,Wholesale,72,509.84,0.0,57,Male,0,36708.48,19679.33,17029.15
2023-04-01,South,Laptop,Wholesale,3,703.89,0.09,65,Male,1,1921.62,1335.62,586.0
2023-08-26,East,Laptop,Online,73,135.62,0.15,52,Male,0,8415.22,5697.6,2717.62
2023-09-05,North,Phone,Direct,13,548.88,0.11,45,Female,0,6350.54,4401.46,1949.08
2022-06-04,West,Webcam,Direct,9,1049.83,0.09,21,Female,0,8598.11,4555.93,4042.18
2022-12-15,East,Webcam,Wholesale,95,1430.76,0.25,24,Other,0,101941.65,65259.88,36681.77
2023-03-27,North,Monitor,Wholesale,89,1445.33,0.28,64,Male,0,92616.75,61253.49,31363.26
2023-10-15,Central,Laptop,Direct,52,842.47,0.26,60,Male,0,32418.25,13397.78,19020.47
2022-06-22,South,Keyboard,Direct,62,917.8,0.16,33,Male,0,47799.02,22935.23,24863.79
2022-01-10,North,Phone,Retail,8,294.87,0.27,39,Male,0,1722.04,1145.23,576.81
2022-09-22,South,Headphones,Wholesale,95,1049.06,0.28,63,Female,0,71755.7,37070.63,34685.07
2023-03-14,Central,Keyboard,Direct,45,124.58,0.12,62,Female,0,4933.37,2385.71,2547.66
2022-09-04,North,Monitor,Retail,53,441.33,0.09,58,Female,0,21285.35,10255.44,11029.91
2023-10-29,West,Headphones,Online,63,1009.18,0.03,42,Other,0,61670.99,31613.87,30057.12
2023-06-30,East,Keyboard,Wholesale,95,479.26,0.14,67,Male,1,39155.54,18527.96,20627.58
2023-05-14,North,Laptop,Direct,81,93.77,0.28,20,Female,1,5468.67,2192.99,3275.68
2022-05-09,Central,Webcam,Wholesale,57,1251.17,0.17,69,Female,0,59192.85,26742.06,32450.79
2023-11-03,North,Laptop,Retail,54,479.29,0.2,39,Male,0,20705.33,13764.33,6941.0
2023-08-24,South,Headphones,Direct,19,113.4,0.03,48,Female,0,2089.96,883.41,1206.55
2023-08-28,North,Tablet,Online,67,130.69,0.04,54,Male,0,8405.98,4403.9,4002.08
2022-11-23,West,Webcam,Online,46,392.6,0.14,39,Male,0,15531.26,8339.45,7191.81
2023-02-08,North,Phone,Retail,94,283.46,0.29,44,Female,0,18918.12,11983.61,6934.51
2023-09-21,East,Headphones,Online,10,1165.96,0.11,19,Other,0,10377.04,4937.16,5439.88
2023-08-29,North,Monitor,Online,93,496.09,0.26,39,Male,0,34140.91,16827.8,17313.11
2023-11-06,South,Phone,Online,18,1210.95,0.04,34,Other,1,20925.22,8459.71,12465.51
2023-09-03,North,Keyboard,Online,12,277.29,0.19,65,Female,0,2695.26,1808.11,887.15
2023-09-17,West,Webcam,Online,49,749.46,0.18,37,Male,0,30113.3,18238.63,11874.67
2022-12-25,Central,Monitor,Online,23,1038.29,0.26,41,Male,0,17671.7,8462.16,9209.54
2023-08-26,North,Monitor,Online,62,984.95,0.0,62,Female,1,61066.9,40686.1,20380.8
2023-12-19,North,Laptop,Direct,11,909.67,0.06,48,Other,1,9405.99,4006.71,5399.28
2022-01-17,East,Keyboard,Online,73,1388.74,0.07,69,Female,0,94281.56,48132.5,46149.06
2022-10-01,West,Laptop,Direct,56,358.22,0.28,60,Female,0,14443.43,8219.46,6223.97
2023-11-16,Central,Laptop,Wholesale,88,750.7,0.05,25,Female,0,62758.52,34620.96,28137.56
2022-04-26,South,Webcam,Retail,89,1328.31,0.01,22,Other,0,117037.39,69809.56,47227.83
2023-11-24,North,Tablet,Online,55,135.28,0.16,19,Male,0,6249.94,3057.96,3191.98
2022-04-01,Central,Laptop,Retail,25,102.71,0.16,21,Male,0,2156.91,1353.14,803.77
2022-03-23,South,Phone,Online,9,365.29,0.25,52,Female,0,2465.71,1286.2,1179.51
2022-11-20,West,Monitor,Direct,12,956.87,0.28,51,Female,0,8267.36,3617.71,4649.65
2022-04-24,West,Webcam,Online,11,404.62,0.16,20,Other,0,3738.69,2325.92,1412.77
