date,campaign_type,customer_segment,impressions,clicks,conversions,spend,revenue_generated,region,ctr,conversion_rate,roi
2023-04-15,Google Ads,Professionals,38145,928,290,4930.44,20941.69,East,0.0243,0.3125,3.2474
2023-06-10,Social Media,Young Adults,41317,4925,52,463.89,27074.27,North,0.1192,0.0106,57.3636
2022-11-11,TV,Seniors,11588,690,390,751.47,40203.85,North,0.0595,0.5652,52.5003
2023-04-29,Social Media,Seniors,12539,2873,142,4561.38,24713.26,West,0.2291,0.0494,4.4179
2023-12-15,Influencer,Professionals,4672,4942,59,3181.45,38845.93,West,1.0578,0.0119,11.2101
2023-01-11,Social Media,Young Adults,41162,482,57,8177.49,20948.51,Central,0.0117,0.1183,1.5617
2023-10-18,Google Ads,Young Adults,3152,1802,120,4197.16,9308.21,North,0.5717,0.0666,1.2177
2023-05-03,TV,Seniors,12642,2753,37,1144.72,20850.2,West,0.2178,0.0134,17.2142
2023-05-11,Google Ads,Professionals,16510,4334,186,1663.0,36222.54,West,0.2625,0.0429,20.7814
2023-01-11,Influencer,Seniors,29763,3489,467,6767.38,42617.24,West,0.1172,0.1338,5.2975
2023-05-06,SEO,Professionals,9023,3480,288,9505.65,38626.93,Central,0.3857,0.0828,3.0636
2022-10-26,Email,Seniors,13963,1717,276,8709.01,18847.82,North,0.123,0.1607,1.1642
2022-12-19,Social Media,Parents,32215,3674,126,1381.99,29041.61,North,0.114,0.0343,20.0143
2022-12-20,Google Ads,Young Adults,34672,4154,213,262.04,18150.54,North,0.1198,0.0513,68.2663
2023-04-26,SEO,Students,26033,4832,463,361.74,35283.96,Central,0.1856,0.0958,96.5396
2023-02-08,TV,Parents,36779,3021,337,5593.0,21935.32,East,0.0821,0.1116,2.9219
2023-01-29,TV,Seniors,11060,3176,189,4910.39,38288.9,Central,0.2872,0.0595,6.7975
2023-02-07,Email,Professionals,22093,2175,492,232.63,837.25,South,0.0984,0.2262,2.5991
2023-05-06,TV,Students,42327,4715,185,665.52,17139.65,Central,0.1114,0.0392,24.7538
2023-06-08,Influencer,Professionals,34008,1107,109,9997.57,43935.48,South,0.0326,0.0985,3.3946
2023-01-29,Email,Professionals,9998,4142,52,9652.92,16312.54,West,0.4143,0.0126,0.6899
2023-08-06,Influencer,Young Adults,36684,3411,344,1354.57,19859.27,South,0.093,0.1009,13.6609
2023-11-27,Social Media,Seniors,2257,1459,341,1724.59,39578.43,Central,0.6464,0.2337,21.9495
2022-04-14,Influencer,Young Adults,34524,4292,432,9011.61,4911.87,East,0.1243,0.1007,-0.4549
2022-01-11,Social Media,Professionals,16652,2516,335,5123.65,15732.25,North,0.1511,0.1331,2.0705
2023-12-21,Influencer,Young Adults,18259,3048,395,9583.96,38768.48,Central,0.1669,0.1296,3.0451
2022-08-13,Email,Parents,41892,787,101,5251.36,47859.47,North,0.0188,0.1283,8.1137
2022-11-13,Social Media,Professionals,28461,1342,414,5814.52,39185.25,South,0.0472,0.3085,5.7392
2023-02-26,SEO,Professionals,14792,1459,316,2279.35,8786.14,West,0.0986,0.2166,2.8547
2022-09-30,Influencer,Parents,28125,3473,146,8773.15,41783.96,West,0.1235,0.042,3.7627
2022-02-23,Influencer,Professionals,15215,2909,376,8267.53,23893.6,Central,0.1912,0.1293,1.8901
2022-06-22,TV,Students,25332,4513,476,3440.49,39193.67,South,0.1782,0.1055,10.3919
2022-09-04,Influencer,Students,39808,4176,205,6162.49,12119.86,South,0.1049,0.0491,0.9667
2023-10-27,TV,Seniors,41384,2206,491,3480.28,17188.4,North,0.0533,0.2226,3.9388
2023-09-10,Influencer,Seniors,19720,1470,458,4693.29,45101.54,South,0.0745,0.3116,8.6098
2022-06-08,Google Ads,Young Adults,19188,3880,175,8550.16,45557.83,East,0.2022,0.0451,4.3283
2022-04-16,TV,Young Adults,27282,1390,231,4212.68,14401.74,West,0.0509,0.1662,2.4187
2023-12-06,Email,Parents,40240,2966,126,8421.6,4360.89,East,0.0737,0.0425,-0.4822
2022-10-22,Email,Parents,15818,1338,268,9605.24,46464.94,East,0.0846,0.2003,3.8375
2022-10-03,Social Media,Professionals,37110,1149,434,4221.81,15160.12,North,0.031,0.3777,2.5909
2023-08-08,SEO,Seniors,29374,4826,251,8787.57,6181.95,South,0.1643,0.052,-0.2965
2022-02-12,SEO,Seniors,24464,3132,358,3109.44,17536.08,North,0.128,0.1143,4.6396
2022-07-13,Email,Seniors,43497,1105,489,128.36,14243.55,West,0.0254,0.4425,109.9656
2023-10-03,Social Media,Seniors,38051,4004,112,936.47,4211.73,North,0.1052,0.028,3.4975
2022-11-07,Email,Young Adults,29253,1673,40,7397.3,49190.21,East,0.0572,0.0239,5.6498
2023-09-12,TV,Students,10161,2818,218,1091.8,14829.78,North,0.2773,0.0774,12.5829
2022-04-13,Google Ads,Parents,1548,2883,236,9397.68,13764.5,South,1.8624,0.0819,0.4647
2023-10-07,Social Media,Parents,45573,4248,192,8679.14,21112.54,North,0.0932,0.0452,1.4326
2022-09-07,Google Ads,Seniors,12260,1200,275,5197.03,20858.12,South,0.0979,0.2292,3.0135
2023-01-31,Influencer,Seniors,42420,3151,87,5856.95,21804.61,East,0.0743,0.0276,2.7229
2023-09-07,Influencer,Young Adults,22799,3601,240,6974.05,45350.17,South,0.1579,0.0666,5.5027
2022-10-23,Google Ads,Young Adults,14583,1196,356,7341.91,3199.77,South,0.082,0.2977,-0.5642
2022-08-26,TV,Parents,32106,1608,155,4962.95,47093.92,South,0.0501,0.0964,8.4891
2023-09-12,Google Ads,Seniors,24167,3368,180,3202.66,33362.84,South,0.1394,0.0534,9.4172
2023-10-11,Google Ads,Seniors,16008,3334,80,9111.38,34936.04,West,0.2083,0.024,2.8343
2022-10-16,Google Ads,Parents,48953,715,7,561.03,8061.03,Central,0.0146,0.0098,13.3683
2023-06-21,Social Media,Young Adults,12808,3890,251,3625.23,16590.45,West,0.3037,0.0645,3.5764
2023-09-22,Social Media,Parents,41041,4362,191,6698.41,2800.53,North,0.1063,0.0438,-0.5819
2022-09-13,Google Ads,Young Adults,42631,2899,77,8921.61,32723.34,West,0.068,0.0266,2.6679
2023-06-05,SEO,Young Adults,11377,1539,55,834.82,17124.49,West,0.1353,0.0357,19.5128
2022-04-29,TV,Young Adults,3484,4725,204,6623.65,27652.42,South,1.3562,0.0432,3.1748
2022-04-29,Influencer,Seniors,9427,3973,347,4922.06,37685.87,North,0.4214,0.0873,6.6565
2022-04-01,Influencer,Parents,41384,1858,481,6896.24,27766.0,North,0.0449,0.2589,3.0263
2022-06-21,Influencer,Young Adults,9324,3586,159,3240.31,3760.45,East,0.3846,0.0443,0.1605
2023-12-24,Email,Students,31859,1556,139,7135.94,3269.68,South,0.0488,0.0893,-0.5418
2022-04-26,TV,Young Adults,29617,3811,401,1884.59,43384.46,West,0.1287,0.1052,22.0206
2023-06-18,Social Media,Young Adults,8978,2616,230,7776.46,13255.04,East,0.2914,0.0879,0.7045
2022-12-15,Influencer,Young Adults,46423,4043,322,7518.56,18238.09,East,0.0871,0.0796,1.4257
2023-07-21,Social Media,Professionals,29836,354,67,9473.19,11076.14,West,0.0119,0.1893,0.1692
2023-04-21,Social Media,Students,6594,2436,98,1814.92,35004.27,North,0.3694,0.0402,18.2869
2023-03-21,Social Media,Seniors,6432,4237,114,7247.79,19427.71,South,0.6587,0.0269,1.6805
2022-04-18,SEO,Parents,15202,1244,416,3294.24,22925.01,South,0.0818,0.3344,5.9591
2023-08-12,Social Media,Parents,43728,4822,408,2890.38,33788.3,West,0.1103,0.0846,10.6899
2023-07-27,Google Ads,Parents,13093,1628,472,4075.8,31228.61,South,0.1243,0.2899,6.662
2022-05-02,Social Media,Seniors,678,4182,13,2923.5,38762.34,Central,6.1681,0.0031,12.2589
2023-08-27,Email,Young Adults,2411,1173,406,2557.12,37491.26,East,0.4865,0.3461,13.6615
2022-08-10,Social Media,Students,32187,3209,147,7707.01,22106.75,East,0.0997,0.0458,1.8684
2023-04-04,Influencer,Parents,5012,763,437,7025.08,9754.37,Central,0.1522,0.5727,0.3885
2023-10-04,Social Media,Professionals,44117,1600,222,1182.65,11316.34,South,0.0363,0.1388,8.5686
2023-05-13,Influencer,Professionals,19559,4172,423,5645.8,35395.56,North,0.2133,0.1014,5.2694
2023-01-05,Social Media,Students,19216,4577,21,3376.93,13212.22,Central,0.2382,0.0046,2.9125
2022-05-01,TV,Parents,4489,4256,496,9713.24,22134.64,Central,0.9481,0.1165,1.2788
2022-07-20,Google Ads,Young Adults,19638,4109,215,4307.92,5573.7,East,0.2092,0.0523,0.2938
2022-06-10,Influencer,Parents,30947,3099,144,501.68,6288.49,North,0.1001,0.0465,11.5349
2022-08-06,Email,Young Adults,47306,2581,490,3383.99,12647.39,North,0.0546,0.1898,2.7374
2023-07-29,Social Media,Parents,2550,4361,391,3195.81,4424.69,South,1.7102,0.0897,0.3845
2023-02-04,Influencer,Professionals,31979,3116,340,155.78,13873.11,North,0.0974,0.1091,88.0558
2023-12-30,SEO,Seniors,8953,4695,112,4929.04,28495.99,South,0.5244,0.0239,4.7812
2023-01-20,Google Ads,Students,42954,1896,490,9067.38,37289.49,West,0.0441,0.2584,3.1125
2022-03-05,SEO,Young Adults,33599,4428,382,8042.9,1828.59,Central,0.1318,0.0863,-0.7726
2022-07-31,Social Media,Seniors,15800,4558,78,6878.07,30110.72,Central,0.2885,0.0171,3.3778
2023-09-24,Google Ads,Young Adults,37624,3913,154,3500.99,18286.69,South,0.104,0.0394,4.2233
2022-03-10,Email,Students,32246,2918,86,2396.44,11486.74,South,0.0905,0.0295,3.7933
2022-05-04,Influencer,Seniors,36087,4464,361,3491.9,1786.52,South,0.1237,0.0809,-0.4884
2023-01-12,Email,Seniors,5042,4138,484,1318.29,16431.67,Central,0.8207,0.117,11.4644
2023-10-19,Google Ads,Students,14027,1361,474,1084.94,39525.97,South,0.097,0.3483,35.4315
2022-10-23,TV,Students,5368,445,76,5787.87,26595.14,Central,0.0829,0.1708,3.595
2022-12-24,TV,Young Adults,8624,3500,369,8158.54,38827.09,Central,0.4058,0.1054,3.7591
2023-10-03,SEO,Seniors,7122,3997,31,1083.97,20735.32,East,0.5612,0.0078,18.1291
2023-06-09,Influencer,Students,27692,4954,360,3418.35,42194.06,East,0.1789,0.0727,11.3434
2022-03-09,Social Media,Young Adults,7083,2870,324,1315.27,7687.65,West,0.4052,0.1129,4.8449
2022-09-27,SEO,Parents,12987,4182,168,3173.76,41037.68,West,0.322,0.0402,11.9303
2022-05-13,Email,Students,13455,1083,283,8319.61,23904.81,North,0.0805,0.2613,1.8733
2022-03-03,TV,Seniors,793,2499,393,444.98,37350.98,South,3.1513,0.1573,82.9386
2022-06-10,TV,Parents,28000,679,460,6507.42,12173.02,Central,0.0242,0.6775,0.8706
2022-01-26,Social Media,Students,39084,472,349,692.38,24410.62,North,0.0121,0.7394,34.2561
2023-12-02,Email,Professionals,29256,386,220,4322.8,36693.06,East,0.0132,0.5699,7.4883
2022-10-13,Google Ads,Seniors,8984,2603,272,4793.12,24291.01,Central,0.2897,0.1045,4.0679
2023-03-22,SEO,Seniors,18045,445,200,4074.95,23013.49,North,0.0247,0.4494,4.6476
2022-09-06,TV,Young Adults,1008,1030,367,6410.12,40570.92,East,1.0218,0.3563,5.3292
2022-04-01,Influencer,Professionals,29031,733,113,9739.27,8284.98,West,0.0252,0.1542,-0.1493
2022-02-05,Influencer,Students,44749,2949,13,2746.27,23860.06,South,0.0659,0.0044,7.6882
2022-01-07,Google Ads,Professionals,29789,2212,462,6136.71,41154.25,South,0.0743,0.2089,5.7062
2023-05-21,Social Media,Students,22060,4374,60,3614.29,42293.62,North,0.1983,0.0137,10.7018
2022-11-17,Social Media,Young Adults,27215,3633,335,9995.06,6090.02,East,0.1335,0.0922,-0.3907
2022-07-21,SEO,Parents,38147,2217,188,9514.87,42537.62,North,0.0581,0.0848,3.4706
2023-07-07,TV,Professionals,18277,4225,393,1024.69,805.24,East,0.2312,0.093,-0.2142
2023-06-28,SEO,Seniors,11310,3395,437,9738.6,42806.83,East,0.3002,0.1287,3.3956
2023-10-16,TV,Students,27052,2103,376,7408.89,13385.46,South,0.0777,0.1788,0.8067
2022-09-13,TV,Professionals,30312,2526,381,9924.21,28992.8,West,0.0833,0.1508,1.9214
2022-06-10,Google Ads,Students,31889,3463,364,7732.41,679.54,West,0.1086,0.1051,-0.9121
2022-01-30,Google Ads,Professionals,18182,2679,288,1376.44,36628.34,Central,0.1473,0.1075,25.6109
2023-04-02,TV,Seniors,48980,4036,470,7529.64,21691.76,East,0.0824,0.1165,1.8808
2022-09-19,Social Media,Students,28027,1154,55,7293.61,42320.85,South,0.0412,0.0477,4.8025
2022-01-10,Email,Students,4358,3018,243,1750.68,27864.9,East,0.6925,0.0805,14.9166
2023-12-16,TV,Parents,19991,1322,153,7556.41,41765.91,Central,0.0661,0.1157,4.5272
2022-12-25,Social Media,Young Adults,1240,2569,169,6780.25,30660.9,South,2.0718,0.0658,3.5221
2022-10-03,Social Media,Professionals,29368,3639,282,9945.0,37344.31,East,0.1239,0.0775,2.7551
2022-05-04,Influencer,Seniors,32938,4671,109,6225.52,37449.23,West,0.1418,0.0233,5.0154
2023-09-22,SEO,Parents,38873,1037,413,4204.64,12483.62,West,0.0267,0.3983,1.969
2022-09-25,Email,Parents,29937,4096,384,9543.76,28947.08,Central,0.1368,0.0938,2.0331
2022-10-05,TV,Young Adults,34702,1946,338,6315.63,43718.39,West,0.0561,0.1737,5.9223
2022-03-17,Email,Seniors,38810,4857,36,3551.46,43968.05,East,0.1251,0.0074,11.3803
2023-06-10,TV,Professionals,48866,1625,212,308.35,19358.44,Central,0.0333,0.1305,61.7807
2023-09-10,SEO,Students,675,4306,353,7590.73,16379.73,North,6.3793,0.082,1.1579
2022-06-25,Email,Young Adults,23954,4361,340,1283.31,32767.58,Central,0.1821,0.078,24.5336
2023-11-25,Email,Students,43785,208,131,9244.33,38969.02,West,0.0048,0.6298,3.2155
2022-02-05,Social Media,Parents,14154,2130,59,9617.78,1966.35,South,0.1505,0.0277,-0.7956
2023-07-21,Email,Students,42780,960,491,2440.57,4852.92,Central,0.0224,0.5115,0.9884
2022-09-27,Email,Professionals,48907,2745,162,1216.77,38980.85,East,0.0561,0.059,31.0363
2022-01-02,SEO,Professionals,35739,2276,262,5993.67,21952.6,Central,0.0637,0.1151,2.6626
2022-09-13,TV,Students,18323,1769,159,2215.94,33448.88,West,0.0965,0.0899,14.0947
2023-05-29,Social Media,Students,29204,1466,227,5464.21,41054.1,Central,0.0502,0.1548,6.5133
2023-07-27,Email,Young Adults,708,416,160,4200.63,37888.77,East,0.5876,0.3846,8.0198
2022-12-29,Social Media,Professionals,31821,804,298,7941.05,40523.95,East,0.0253,0.3706,4.1031
2022-04-17,Social Media,Students,14405,2850,313,9998.63,25791.23,West,0.1978,0.1098,1.5795
2022-05-14,Google Ads,Seniors,747,1126,329,4622.36,8057.07,East,1.5074,0.2922,0.7431
2023-02-13,TV,Young Adults,28525,1113,46,6881.67,23780.71,West,0.039,0.0413,2.4557
2023-03-27,Google Ads,Young Adults,36162,4197,368,3483.87,48171.77,Central,0.1161,0.0877,12.8271
2023-06-19,Social Media,Young Adults,12466,2589,475,8638.76,15411.59,Central,0.2077,0.1835,0.784
2023-08-08,SEO,Young Adults,34057,2140,344,465.83,21079.69,North,0.0628,0.1607,44.2519
2022-12-17,SEO,Students,37348,4515,312,4985.87,38318.65,West,0.1209,0.0691,6.6854
2022-01-28,Email,Parents,27336,2501,434,1850.08,3983.48,South,0.0915,0.1735,1.1531
2023-06-21,TV,Seniors,18630,2187,123,1850.75,37900.95,West,0.1174,0.0562,19.4787
2022-03-06,Influencer,Parents,1617,4876,214,5376.66,13855.79,Central,3.0155,0.0439,1.577
2022-07-13,TV,Parents,19853,3952,158,3147.21,13512.9,Central,0.1991,0.04,3.2936
2022-07-26,Google Ads,Students,9732,4289,164,4644.15,29204.68,East,0.4407,0.0382,5.2885
2022-10-26,TV,Young Adults,46818,2722,282,3126.03,12913.3,North,0.0581,0.1036,3.1309
2022-02-09,Email,Young Adults,15363,374,50,4605.18,32129.52,South,0.0243,0.1337,5.9768
2023-04-09,TV,Students,6286,205,130,2930.61,45460.81,North,0.0326,0.6341,14.5124
2022-01-23,Influencer,Students,6820,4315,362,8055.16,20350.79,West,0.6327,0.0839,1.5264
2023-11-20,SEO,Professionals,49949,4240,364,5622.5,47188.96,West,0.0849,0.0858,7.3929
2022-05-08,Google Ads,Young Adults,42457,4699,263,1698.19,47124.68,Central,0.1107,0.056,26.7499
2022-09-20,Google Ads,Seniors,11536,3664,155,183.74,10536.94,East,0.3176,0.0423,56.347
2022-02-04,Social Media,Professionals,11893,4609,336,273.19,21702.97,South,0.3875,0.0729,78.4428
2023-05-02,Google Ads,Parents,15198,4582,305,4274.73,49507.67,East,0.3015,0.0666,10.5815
2022-04-11,Influencer,Young Adults,3163,4549,46,3209.77,6598.85,South,1.4382,0.0101,1.0559
2023-09-03,Influencer,Students,28417,2741,248,2694.9,23872.59,North,0.0965,0.0905,7.8584
2022-03-23,SEO,Students,19199,2180,221,6266.96,21707.54,Central,0.1135,0.1014,2.4638
2022-11-13,Google Ads,Students,41227,1995,213,8150.66,40537.72,East,0.0484,0.1068,3.9736
2022-11-26,SEO,Young Adults,24591,2551,410,727.46,8271.87,West,0.1037,0.1607,10.3709
2022-07-15,TV,Seniors,4058,4000,466,1188.74,11231.2,Central,0.9857,0.1165,8.448
2023-02-18,Influencer,Students,42373,4495,321,3750.59,8942.55,South,0.1061,0.0714,1.3843
2023-05-24,Google Ads,Young Adults,13004,2120,2,4470.72,8498.17,Central,0.163,0.0009,0.9009
2023-04-26,Google Ads,Parents,1504,3975,206,4012.78,13037.79,West,2.643,0.0518,2.2491
2022-03-09,TV,Professionals,32722,3490,230,6422.5,26505.4,West,0.1067,0.0659,3.127
2023-01-28,SEO,Young Adults,3093,2577,335,963.43,35403.24,South,0.8332,0.13,35.7471
2022-09-30,Google Ads,Young Adults,6317,4350,192,4997.81,19139.39,Central,0.6886,0.0441,2.8296
2022-10-26,Email,Students,49039,4389,320,8136.27,22422.22,East,0.0895,0.0729,1.7558
2022-05-21,Social Media,Professionals,5563,3902,356,9291.75,39661.2,Central,0.7014,0.0912,3.2684
2022-07-04,Influencer,Professionals,20286,1921,253,5647.73,26355.88,West,0.0947,0.1317,3.6666
2023-10-28,TV,Students,13571,720,472,1470.4,29570.93,South,0.0531,0.6556,19.1108
2022-07-08,TV,Seniors,42381,4100,316,7301.98,25995.08,North,0.0967,0.0771,2.56
2023-07-28,Social Media,Young Adults,47028,1600,89,7983.68,39528.22,North,0.034,0.0556,3.9511
2022-01-19,Email,Students,43180,4760,393,2043.28,9337.4,Central,0.1102,0.0826,3.5698
2022-03-22,Social Media,Seniors,41362,1350,15,6807.3,49066.34,West,0.0326,0.0111,6.2079
2023-05-13,Google Ads,Students,39438,831,165,9312.1,43995.53,Central,0.0211,0.1986,3.7246
2023-06-26,SEO,Parents,10207,2254,262,7216.53,20132.96,South,0.2208,0.1162,1.7898
2023-10-01,TV,Seniors,41252,4390,427,4214.12,20871.58,East,0.1064,0.0973,3.9528
2022-08-06,SEO,Seniors,24188,1626,45,4483.35,42479.89,North,0.0672,0.0277,8.475
2023-06-09,SEO,Professionals,12301,3190,332,887.61,22389.12,Central,0.2593,0.1041,24.2241
2023-11-20,SEO,Young Adults,43769,3876,475,5308.53,25506.53,West,0.0886,0.1225,3.8048
2022-12-04,SEO,Students,38010,4220,455,8046.58,37349.6,North,0.111,0.1078,3.6417
2022-05-01,Google Ads,Students,44196,762,412,9787.12,19521.89,North,0.0172,0.5407,0.9947
2023-04-14,TV,Young Adults,16158,1941,180,4053.11,22810.14,East,0.1201,0.0927,4.6278
2023-01-07,SEO,Young Adults,47012,2563,460,4410.14,2048.52,Central,0.0545,0.1795,-0.5355
2023-04-27,TV,Professionals,2002,340,106,642.16,6832.37,East,0.1698,0.3118,9.6397
2022-06-28,SEO,Young Adults,34904,3053,419,7773.7,23041.24,West,0.0875,0.1372,1.964
2022-04-21,Google Ads,Parents,35077,4059,322,7194.91,2474.09,West,0.1157,0.0793,-0.6561
2022-01-09,Social Media,Professionals,8958,676,410,4088.96,15489.26,Central,0.0755,0.6065,2.7881
2022-08-10,SEO,Seniors,21757,3396,148,7121.83,21974.75,North,0.1561,0.0436,2.0855
2023-09-14,Influencer,Young Adults,32908,4687,473,6267.95,5260.54,South,0.1424,0.1009,-0.1607
2023-10-10,Influencer,Seniors,36089,700,190,7713.03,3453.21,East,0.0194,0.2714,-0.5523
2022-04-18,Social Media,Professionals,37213,1713,469,3210.01,1010.76,North,0.046,0.2738,-0.6851
2022-12-03,Email,Parents,37758,3087,129,6543.11,24369.07,West,0.0818,0.0418,2.7244
2022-07-23,Social Media,Parents,21491,4876,348,6293.65,7512.39,West,0.2269,0.0714,0.1936
2023-06-11,Social Media,Young Adults,25876,4387,437,995.85,34492.11,North,0.1695,0.0996,33.6358
2023-03-29,Social Media,Parents,21304,2347,486,2881.43,24748.44,North,0.1102,0.2071,7.5889
2023-11-05,Influencer,Students,16597,2262,205,8615.99,1143.07,West,0.1363,0.0906,-0.8673
2022-07-14,TV,Professionals,45651,2961,30,1645.71,3139.93,East,0.0649,0.0101,0.9079
2022-09-18,Email,Parents,35294,2389,444,3857.68,45905.62,East,0.0677,0.1859,10.8998
2022-01-09,Email,Professionals,29515,1266,10,2329.83,6391.87,North,0.0429,0.0079,1.7435
2022-08-04,Email,Professionals,23232,41,109,1487.84,37914.74,Central,0.0018,2.6585,24.4831
2022-04-23,Google Ads,Students,49706,201,150,1450.47,12464.32,West,0.004,0.7463,7.5933
2023-09-21,SEO,Young Adults,22750,4512,285,3544.76,16214.01,South,0.1983,0.0632,3.5741
2022-12-06,Social Media,Professionals,31445,2660,325,8054.39,1434.59,West,0.0846,0.1222,-0.8219
2022-02-16,TV,Students,7974,2092,392,9666.53,27896.2,East,0.2624,0.1874,1.8859
2023-05-04,TV,Parents,43100,3979,437,5761.18,23458.82,East,0.0923,0.1098,3.0719
2022-11-18,Google Ads,Seniors,35082,2389,139,6388.72,37298.74,South,0.0681,0.0582,4.8382
2022-04-08,Influencer,Young Adults,11041,4122,154,7809.56,45303.33,East,0.3733,0.0374,4.801
2023-03-21,Google Ads,Seniors,13007,863,147,6651.83,27475.9,South,0.0663,0.1703,3.1306
2022-04-03,Google Ads,Students,7647,2066,403,8498.38,47622.88,East,0.2702,0.1951,4.6038
2022-09-09,Social Media,Professionals,13215,1311,414,8852.11,7577.73,South,0.0992,0.3158,-0.144
2022-06-12,Influencer,Students,4736,1837,36,6314.31,17363.35,Central,0.3879,0.0196,1.7498
2022-06-07,SEO,Young Adults,47523,4272,426,5377.32,41526.12,West,0.0899,0.0997,6.7225
2023-08-02,SEO,Young Adults,23996,1626,184,3971.41,27755.06,East,0.0678,0.1132,5.9887
2022-05-18,Google Ads,Parents,48129,4132,265,4669.65,27439.18,North,0.0859,0.0641,4.8761
2023-01-19,SEO,Students,37521,127,135,3520.03,23127.21,South,0.0034,1.063,5.5702
2022-11-08,TV,Young Adults,49756,2796,18,4326.97,1129.58,South,0.0562,0.0064,-0.7389
2022-10-17,Social Media,Students,15725,2409,137,9007.13,4200.95,South,0.1532,0.0569,-0.5336
2022-03-06,SEO,Parents,8361,1306,390,9726.48,4657.83,East,0.1562,0.2986,-0.5211
2022-07-17,Influencer,Parents,34476,326,198,3679.19,9635.02,West,0.0095,0.6074,1.6188
2023-11-14,TV,Students,14028,3610,45,2283.84,4894.95,North,0.2573,0.0125,1.1433
2023-06-12,Email,Young Adults,46610,1729,406,874.09,5508.87,South,0.0371,0.2348,5.3024
2023-12-04,Social Media,Professionals,13066,1081,465,8385.62,31917.15,South,0.0827,0.4302,2.8062
2023-06-21,TV,Professionals,3495,1049,79,8719.59,6093.69,South,0.3001,0.0753,-0.3011
2022-09-07,Google Ads,Parents,8142,1503,457,4559.67,23358.63,South,0.1846,0.3041,4.1229
2023-06-23,Google Ads,Young Adults,37588,3786,454,5469.94,3343.83,North,0.1007,0.1199,-0.3887
2023-11-13,Social Media,Parents,2406,1316,87,7424.23,13616.47,South,0.547,0.0661,0.8341
2022-04-27,Influencer,Parents,44708,2071,209,3820.94,46232.59,North,0.0463,0.1009,11.0998
2023-07-21,Google Ads,Parents,4679,1381,224,2094.75,1744.14,North,0.2951,0.1622,-0.1674
2023-05-01,TV,Parents,26667,376,253,1235.36,43872.7,South,0.0141,0.6729,34.5141
2022-12-29,Email,Students,35407,4333,160,2428.89,38028.54,Central,0.1224,0.0369,14.6568
2022-01-26,Influencer,Students,49659,1661,229,6488.81,46061.62,North,0.0334,0.1379,6.0986
2023-09-12,Social Media,Young Adults,45193,3454,195,3542.08,39386.2,Central,0.0764,0.0565,10.1195
2023-08-25,Google Ads,Young Adults,4145,3899,377,8690.26,41343.72,North,0.9407,0.0967,3.7575
2023-05-08,Influencer,Seniors,24214,745,144,966.69,5564.65,East,0.0308,0.1933,4.7564
2022-12-23,Email,Professionals,10346,3622,130,4222.06,41810.2,South,0.3501,0.0359,8.9028
2023-02-16,Influencer,Students,9170,4058,451,2643.93,23960.63,East,0.4425,0.1111,8.0625
2023-04-21,Influencer,Young Adults,45663,3486,41,8888.2,17708.64,North,0.0763,0.0118,0.9924
2023-02-18,Social Media,Parents,12619,3141,179,8081.52,7862.13,East,0.2489,0.057,-0.0271
2022-05-02,Email,Students,12389,876,14,9844.65,233.35,South,0.0707,0.016,-0.9763
2023-04-06,Email,Professionals,35282,669,462,1280.8,32202.93,South,0.019,0.6906,24.1428
2023-03-05,Influencer,Students,24009,3133,478,7844.21,36355.9,North,0.1305,0.1526,3.6347
2022-08-31,Google Ads,Professionals,18511,1869,433,1346.03,19526.82,North,0.101,0.2317,13.507
2023-02-07,Influencer,Seniors,21608,2375,232,1634.73,8379.37,Central,0.1099,0.0977,4.1258
2022-09-09,TV,Young Adults,26486,3742,433,487.99,7399.38,West,0.1413,0.1157,14.163
2022-03-16,Google Ads,Professionals,49030,4721,27,4700.61,8578.24,East,0.0963,0.0057,0.8249
2022-04-22,Social Media,Seniors,40793,498,337,1346.23,2999.17,Central,0.0122,0.6767,1.2278
2023-10-25,Email,Students,24472,4756,423,3548.67,18110.47,East,0.1943,0.0889,4.1035
2023-09-02,SEO,Young Adults,42632,1989,329,2834.37,30884.84,South,0.0467,0.1654,9.8965
2022-12-26,Google Ads,Professionals,38744,2741,420,9765.91,22465.94,North,0.0707,0.1532,1.3004
2022-06-17,Social Media,Professionals,7718,2181,10,6616.8,6448.96,East,0.2826,0.0046,-0.0254
2022-09-07,Influencer,Young Adults,43561,715,349,4163.52,40844.25,West,0.0164,0.4881,8.81
2022-08-01,Social Media,Students,41396,4564,388,8796.69,14495.4,South,0.1103,0.085,0.6478
2023-03-19,TV,Students,39057,4782,85,732.06,30213.46,South,0.1224,0.0178,40.2718
2022-02-15,SEO,Parents,26957,4008,357,3409.15,12435.06,Central,0.1487,0.0891,2.6476
2022-01-18,Social Media,Students,48352,1421,2,5194.47,29830.52,West,0.0294,0.0014,4.7427
2022-12-16,SEO,Young Adults,20068,2703,207,633.37,6656.92,South,0.1347,0.0766,9.5103
2022-08-08,SEO,Seniors,9118,187,412,1544.0,32843.89,West,0.0205,2.2032,20.2719
2023-11-19,Google Ads,Young Adults,19429,1368,89,8960.97,28743.57,North,0.0704,0.0651,2.2076
2023-02-02,Email,Professionals,34583,4641,410,1878.3,26060.79,West,0.1342,0.0883,12.8747
2023-10-23,Google Ads,Parents,39757,3611,121,9224.4,11011.0,Central,0.0908,0.0335,0.1937
2022-04-08,Google Ads,Parents,41970,3942,457,1051.09,26552.1,Central,0.0939,0.1159,24.2615
